Z,Atom,A,B,Value,Uncertainty,Method,Year,Citation,Links,Notes
55,Cs,6p-,7s,4.249,0.004,Expt.,2019,"George Toh, Amy Damitz, Nathan Glotzbach, Jonah Quirk, I. C. Stevenson, J. Choi, M. S. Safronova, and D. S. Elliott. Phys. Rev. A 99, 032504 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.99.032504,
55,Cs,6p+,7s,6.489,0.005,Expt.,2019,"George Toh, Amy Damitz, Nathan Glotzbach, Jonah Quirk, I. C. Stevenson, J. Choi, M. S. Safronova, and D. S. Elliott. Phys. Rev. A 99, 032504 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.99.032504,
37,Rb,5p-,5s,4.26,,CCSD(T),2008,"H. S. Nataraj, B. K. Sahoo, B. P. Das, and D. Mukherjee, Phys. Rev. Lett. 101, 033002 (2008)",https://link.aps.org/doi/10.1103/PhysRevLett.101.033002,
38,Sr+,4d-,5p-,3.093,0.015,Expt.,2016,"H. Zhang, M. Gutierrez, G. H. Low, R. Rines, J. Stuart, T. Wu, and I. Chuang, New J. Phys. 18, 123021 (2016); E H Pinnington, R W Berends and M Lumsden, J. Phys. B: At. Mol. Opt. Phys. 28 2095 (1995)",https://doi.org/10.1088/1367-2630/18/12/123021; https://iopscience.iop.org/article/10.1088/0953-4075/28/11/009,Rely on lifetime measurements of E H Pinnington et al 1995
38,Sr+,4d-,5p+,1.378,0.034,Expt.,2016,"H. Zhang, M. Gutierrez, G. H. Low, R. Rines, J. Stuart, T. Wu, and I. Chuang, New J. Phys. 18, 123021 (2016); E H Pinnington, R W Berends and M Lumsden, J. Phys. B: At. Mol. Opt. Phys. 28 2095 (1995)",https://doi.org/10.1088/1367-2630/18/12/123021; https://iopscience.iop.org/article/10.1088/0953-4075/28/11/009,Rely on lifetime measurements of E H Pinnington et al 1995
38,Sr+,4d+,5p+,4.175,0.022,Expt.,2016,"H. Zhang, M. Gutierrez, G. H. Low, R. Rines, J. Stuart, T. Wu, and I. Chuang, New J. Phys. 18, 123021 (2016); E H Pinnington, R W Berends and M Lumsden, J. Phys. B: At. Mol. Opt. Phys. 28 2095 (1995)",https://doi.org/10.1088/1367-2630/18/12/123021; https://iopscience.iop.org/article/10.1088/0953-4075/28/11/009,Rely on lifetime measurements of E H Pinnington et al 1995
38,Sr+,5s,5p-,3.076,0.024,Expt.,2016,"H. Zhang, M. Gutierrez, G. H. Low, R. Rines, J. Stuart, T. Wu, and I. Chuang, New J. Phys. 18, 123021 (2016); E H Pinnington, R W Berends and M Lumsden, J. Phys. B: At. Mol. Opt. Phys. 28 2095 (1995)",https://doi.org/10.1088/1367-2630/18/12/123021; https://iopscience.iop.org/article/10.1088/0953-4075/28/11/009,Rely on lifetime measurements of E H Pinnington et al 1995
38,Sr+,5s,5p+,4.36,0.023,Expt.,2016,"H. Zhang, M. Gutierrez, G. H. Low, R. Rines, J. Stuart, T. Wu, and I. Chuang, New J. Phys. 18, 123021 (2016); E H Pinnington, R W Berends and M Lumsden, J. Phys. B: At. Mol. Opt. Phys. 28 2095 (1995)",https://doi.org/10.1088/1367-2630/18/12/123021; https://iopscience.iop.org/article/10.1088/0953-4075/28/11/009,Rely on lifetime measurements of E H Pinnington et al 1995
88,Ra+,8p-,7s,0.027,0.021,CCSD,2021,"F.-C. Li, H.-X. Qiao, Y.-B. Tang et al. J. Quant. Spec. & Rad. 274 (2021) 10787",https://doi.org/10.1016/j.jqsrt.2021.107877,
88,Ra+,8p+,7s,0.42,0.028,CCSD,2021,"F.-C. Li, H.-X. Qiao, Y.-B. Tang et al. J. Quant. Spec. & Rad. 274 (2021) 10787",https://doi.org/10.1016/j.jqsrt.2021.107877,
88,Ra+,7p-,7s,3.231,0.024,CCSDpT,2021,"S. G. Porsev, (private communication)",https://www1.udel.edu/atom/,"Quoted as private communication in UDel portal"
88,Ra+,7p-,6d-,3.537,0.029,CCSDpT,2021,"S. G. Porsev, (private communication)",https://www1.udel.edu/atom/,"Quoted as private communication in UDel portal"
87,Fr,7p-,7s,4.277,0.008,Expt.,1998,"J. E. Simsarian, L. A. Orozco, G. D. Sprouse, and W. Z. Zhao, Phys. Rev. A 57, 2448 (1998)",https://link.aps.org/doi/10.1103/PhysRevA.57.2448,
87,Fr,7p+,7s,5.898,0.015,Expt.,1998,"J. E. Simsarian, L. A. Orozco, G. D. Sprouse, and W. Z. Zhao, Phys. Rev. A 57, 2448 (1998)",https://link.aps.org/doi/10.1103/PhysRevA.57.2448,
38,Sr+,4d-,5p-,3.096,0.023,Semi-emp,2016,"J. Jiang, J. Mitroy, Y. Cheng, and M. W. J. Bromley, Phys. Rev. A 94, 1 (2016)",https://link.aps.org/doi/10.1103/PhysRevA.94.062514,
38,Sr+,4d-,5p+,1.379,0.011,Semi-emp,2016,"J. Jiang, J. Mitroy, Y. Cheng, and M. W. J. Bromley, Phys. Rev. A 94, 1 (2016)",https://link.aps.org/doi/10.1103/PhysRevA.94.062514,
38,Sr+,4d+,5p+,4.173,0.031,Semi-emp,2016,"J. Jiang, J. Mitroy, Y. Cheng, and M. W. J. Bromley, Phys. Rev. A 94, 1 (2016)",https://link.aps.org/doi/10.1103/PhysRevA.94.062514,
38,Sr+,5s,5p-,3.047,0.023,Semi-emp,2016,"J. Jiang, J. Mitroy, Y. Cheng, and M. W. J. Bromley, Phys. Rev. A 94, 1 (2016)",https://link.aps.org/doi/10.1103/PhysRevA.94.062514,
38,Sr+,5s,5p+,4.31,0.032,Semi-emp,2016,"J. Jiang, J. Mitroy, Y. Cheng, and M. W. J. Bromley, Phys. Rev. A 94, 1 (2016)",https://link.aps.org/doi/10.1103/PhysRevA.94.062514,
20,Ca+,4p-,4s,2.913,0.007,CCSDpT,2015,"J. Kaur, D. K. Nandy, B. Arora, and B. K. Sahoo, Phys. Rev. A 91, 012705 (2015)",https://link.aps.org/doi/10.1103/PhysRevA.91.012705,
20,Ca+,4p+,4s,4.12,0.001,CCSDpT,2016,"J. Kaur, D. K. Nandy, B. Arora, and B. K. Sahoo, Phys. Rev. A 91, 012705 (2015)",https://link.aps.org/doi/10.1103/PhysRevA.91.012705,
38,Sr+,5s,5p-,3.109,0.007,,2015,"J. Kaur, D. K. Nandy, B. Arora, and B. K. Sahoo, Phys. Rev. A 91, 012705 (2015)",https://link.aps.org/doi/10.1103/PhysRevA.91.012705,
38,Sr+,5s,5p+,4.394,0.006,,2015,"J. Kaur, D. K. Nandy, B. Arora, and B. K. Sahoo, Phys. Rev. A 91, 012705 (2015)",https://link.aps.org/doi/10.1103/PhysRevA.91.012705,
56,Ba+,6p-,6s,3.36,0.04,Expt.,2002,"J. Klose, J. Fuhr, and W. Wiese, J. Phys. Chem. Ref. Data 31, 217 (2002).; M. D. Davidson, L. C. Snoek, H. Volten, and A. Doenszelmann, Astron. Astrophys. 255, 457 (1992)",https://doi.org/10.1063/1.1448482; https://ui.adsabs.harvard.edu/abs/1992A%26A...255..457D/abstract,
56,Ba+,6p-,5d-,2.9,0.09,Expt.,2002,"J. Klose, J. Fuhr, and W. Wiese, J. Phys. Chem. Ref. Data 31, 217 (2002).; M. D. Davidson, L. C. Snoek, H. Volten, and A. Doenszelmann, Astron. Astrophys. 255, 457 (1992)",https://doi.org/10.1063/1.1448482; https://ui.adsabs.harvard.edu/abs/1992A%26A...255..457D/abstract,
19,K,4p-,3d-,7.984,0.035,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
19,K,4p+,3d-,3.58,0.016,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
19,K,4p+,3d+,10.741,0.047,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
37,Rb,5p-,4d-,8.051,0.063,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
37,Rb,5p+,4d-,3.633,0.028,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
37,Rb,5p+,4d+,10.899,0.086,Expt.+Th.,2007,"K. E. Miller, D. Krause, and L. R. Hunter, Phys. Rev. A 49, 5128 (1994); B. Arora, M. S. Safronova, and C. W. Clark, Phys. Rev. A 76, 052516 (2007)",https://link.aps.org/doi/10.1103/PhysRevA.49.5128; https://link.aps.org/doi/10.1103/PhysRevA.76.052516,
56,Ba+,6p-,5d-,3.0413,0.0021,Expt.,2019,"K. J. Arnold, S. R. Chanu, R. Kaewuam, T. R. Tan, L. Yeo, Zhiqiang Zhang, M. S. Safronova, and M. D. Barrett, Phys. Rev. A 100, 032503 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.100.032503,
88,Ra+,7p-,7s,3.31,,CCSD,2008,"L. W. Wansbeek, B. K. Sahoo, R. G. E. Timmermans, K. Jungmann, B. P. Das, and D. Mukherjee, Phys. Rev. A 78, 050501 (2008)",https://link.aps.org/doi/10.1103/PhysRevA.78.050501,
88,Ra+,7p-,6d-,3.68,,CCSD,2008,"L. W. Wansbeek, B. K. Sahoo, R. G. E. Timmermans, K. Jungmann, B. P. Das, and D. Mukherjee, Phys. Rev. A 78, 050501 (2008)",https://link.aps.org/doi/10.1103/PhysRevA.78.050501,
88,Ra+,7p+,7s,4.58,,CCSD,2008,"L. W. Wansbeek, B. K. Sahoo, R. G. E. Timmermans, K. Jungmann, B. P. Das, and D. Mukherjee, Phys. Rev. A 78, 050501 (2008)",https://link.aps.org/doi/10.1103/PhysRevA.78.050501,
88,Ra+,7p+,6d-,1.56,,CCSD,2008,"L. W. Wansbeek, B. K. Sahoo, R. G. E. Timmermans, K. Jungmann, B. P. Das, and D. Mukherjee, Phys. Rev. A 78, 050501 (2008)",https://link.aps.org/doi/10.1103/PhysRevA.78.050501,
55,Cs,6p-,6s,4.5097,0.0074,Expt.,1994,"L. Young, W. T. Hill III, S. J. Sibener, S. D. Price, C. E. Tanner, C. E. Wieman, and S. R. Leone, Phys. Rev. A 50, 2174 (1994)",https://link.aps.org/doi/10.1103/PhysRevA.50.2174,
88,Ra+,7p+,7s,4.484,0.013,Expt.,2022,"M. Fan, C. A. Holliman, A. Contractor, C. Zhang, S. Gebretsadken, and A. M. Jayich, Phys. Rev. A 105, 042801 (2022)",https://doi.org/10.1103/PhysRevA.105.042801,
88,Ra+,7p+,6d-,1.513,0.011,Expt.,2022,"M. Fan, C. A. Holliman, A. Contractor, C. Zhang, S. Gebretsadken, and A. M. Jayich, Phys. Rev. A 105, 042801 (2022)",https://doi.org/10.1103/PhysRevA.105.042801,
88,Ra+,7p+,6d+,4.788,0.014,Expt.,2022,"M. Fan, C. A. Holliman, A. Contractor, C. Zhang, S. Gebretsadken, and A. M. Jayich, Phys. Rev. A 105, 042801 (2022)",https://doi.org/10.1103/PhysRevA.105.042801,
88,Ra+,7p+,7s,4.489,0.022,CCSDvT,2019,"M. Fan, C. A. Holliman, S. G. Porsev, M. S. Safronova, and A. M. Jayich, Phys. Rev. A 100, 062504 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.100.062504,
88,Ra+,7p+,6d-,1.505,0.007,CCSDvT,2019,"M. Fan, C. A. Holliman, S. G. Porsev, M. S. Safronova, and A. M. Jayich, Phys. Rev. A 100, 062504 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.100.062504,
88,Ra+,7p+,6d+,4.799,0.023,,2019,"M. Fan, C. A. Holliman, S. G. Porsev, M. S. Safronova, and A. M. Jayich, Phys. Rev. A 100, 062504 (2019)",https://link.aps.org/doi/10.1103/PhysRevA.100.062504,
20,Ca+,4p-,4s,2.8928,0.0043,Expt.,2015,"M. Hettrich, T. Ruster, H. Kaufmann, C. F. Roos, C. T. Schmiegelow, F. Schmidt-Kaler, and U. G. Poschinger, Phys. Rev. Lett. 115, 143003 (2015)",https://doi.org/10.1103/PhysRevLett.115.143003,
20,Ca+,4p+,4s,4.091,0.006,Expt.,2015,"M. Hettrich, T. Ruster, H. Kaufmann, C. F. Roos, C. T. Schmiegelow, F. Schmidt-Kaler, and U. G. Poschinger, Phys. Rev. Lett. 115, 143003 (2015)",https://doi.org/10.1103/PhysRevLett.115.143003,
20,Ca+,4p+,3d-,1.092,0.002,Expt.,2015,"M. Hettrich, T. Ruster, H. Kaufmann, C. F. Roos, C. T. Schmiegelow, F. Schmidt-Kaler, and U. G. Poschinger, Phys. Rev. Lett. 115, 143003 (2015); M. Ramm, T. Pruttivarasin, M. Kokish, I. Talukdar, and H. Haffner, Phys. Rev. Lett. 111, 023004 (2013)",https://doi.org/10.1103/PhysRevLett.115.143003; https://doi.org/10.1103/PhysRevLett.111.023004,
20,Ca+,4p+,3d+,3.283,0.006,Expt.,2015,"M. Hettrich, T. Ruster, H. Kaufmann, C. F. Roos, C. T. Schmiegelow, F. Schmidt-Kaler, and U. G. Poschinger, Phys. Rev. Lett. 115, 143003 (2015); M. Ramm, T. Pruttivarasin, M. Kokish, I. Talukdar, and H. Haffner, Phys. Rev. Lett. 111, 023004 (2013)",https://doi.org/10.1103/PhysRevLett.115.143003; https://doi.org/10.1103/PhysRevLett.111.023004,
56,Ba+,6p-,6s,3.33,0.03,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6p-,5d-,3.07,0.02,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6p+,6s,4.71,0.05,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6p+,5d-,1.34,0.01,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6p+,5d+,4.13,0.03,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p-,4s,2.89,0.02,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p-,5s,2.073,0.007,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p-,3d-,2.46,0.01,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p+,4s,4.09,0.02,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p+,5s,2.96,0.01,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p+,3d-,1.1,0.006,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p+,3d+,3.3,0.02,CCSDpT,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d-,5p-,3.11,0.03,rec,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d-,5p+,1.38,0.01,rec,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d-,5p-,3.102,,,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d-,5p+,1.378,,,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d+,5p+,4.18,0.04,rec,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,4d+,5p+,4.173,,,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,5s,5p-,3.07,0.02,rec,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,5s,5p+,4.35,0.03,rec,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,5s,5p-,3.09,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
38,Sr+,5s,5p+,4.367,,,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, and B. Arora, At. Data Nucl. Data Tables 137, 101381 (2021)",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4p-,4s,2.898,0.013,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p-,5s,2.073,0.011,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p-,3d-,2.464,0.013,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p+,4s,4.099,0.018,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p+,5s,2.965,0.014,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p+,3d-,1.1,0.006,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
20,Ca+,4p+,3d+,3.306,0.018,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 012503 (2011)",https://doi.org/10.1103/PhysRevA.83.012503,
37,Rb,5p-,5s,4.253,0.034,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p-,6s,4.145,0.01,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p-,4d-,8.037,0.043,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p-,5d-,,,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,5s,6.003,0.048,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,6s,6.047,0.013,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,4d-,3.628,0.02,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,4d+,10.889,0.058,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,5d-,,,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p+,5d+,1.982,,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,"Quoted in text only, not in table"
37,Rb,6p-,6s,9.721,0.024,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,6p+,6s,13.647,0.034,CCSDpT,2011,"M. S. Safronova and U. I. Safronova, Phys. Rev. A 83, 052508 (2011)",https://doi.org/10.1103/PhysRevA.83.052508,
37,Rb,5p-,5s,4.221,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p-,4d-,7.847,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p-,5d-,1.616,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p+,5s,5.956,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p+,4d-,3.54,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p+,4d+,10.634,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p+,5d-,0.787,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,5p+,5d+,2.334,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,6p-,5s,0.333,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
37,Rb,6p+,5s,0.541,,CCSD,2004,"M. S. Safronova, C. J. Williams, and C. W. Clark, Phys. Rev. A 69, 022509 (2004)",https://doi.org/10.1103/PhysRevA.69.022509,
55,Cs,6p-,6s,4.535,0.0768,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p-,7s,4.243,0.0121,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p-,5d-,7.1,0.1,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p+,6s,6.3818,0.0789,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p+,7s,6.48,0.02,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p+,5d-,3.19,0.07,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,6p+,5d+,9.7,0.2,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,7p-,6s,0.2983,0.0193,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,7p-,7s,10.31,0.0401,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,7p-,5d-,2.3,0.4,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,7p+,6s,0.6013,0.0257,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
55,Cs,7p+,7s,14.3231,0.0612,CCSDpT,2016,"M. S. Safronova, U. I. Safronova, and C. W. Clark, Phys. Rev. A 94, 012505 (2016)",https://doi.org/10.1103/PhysRevA.94.012505,Many values presented in supplementary material rather than main text
